Dystans (m),Wysokość (m)
13000,361.95118846838636
13040,361.96368846838635
13080,361.97618846838634
13120,361.9886884683864
13160,362.0011884683864
13200,362.01368846838636
13240,362.01118846838637
13280,362.02368846838635
13320,362.02118846838636
13360,362.03368846838634
13400,362.03898273023617
13440,362.0364827302362
13480,362.0339827302361
13520,362.04648273023616
13560,362.04398273023617
13600,362.04148273023617
13640,362.05398273023616
13680,362.06648273023615
13720,362.06398273023615
13760,362.06148273023615
13800,362.07398273023614
13840,362.07148273023614
13880,362.06898273023614
13920,362.06648273023615
13960,362.065138015065
14000,362.07763801506496
14040,362.09013801506495
14080,362.10263801506494
14120,362.1066441620686
14160,362.1191441620686
14200,362.1166441620686
14240,362.1291441620686
14280,362.1266441620686
14320,362.13914416206865
14360,362.13664416206865
14400,362.14914416206864
14440,362.1616441620686
14480,362.17076814722293
14520,362.1832681472229
14560,362.19576814722296
14600,362.1932681472229
14640,362.20576814722295
14680,362.21826814722294
14720,362.23076814722293
14760,362.22826814722293
14800,362.2407681472229
14840,362.2532681472229
14880,362.26576814722296
14920,362.27826814722295
14960,362.29076814722293
15000,362.28826814722294
15040,362.3007681472229
15080,362.3132681472229
15120,362.32576814722296
15160,362.32326814722296
15200,362.32076814722296
15240,362.31826814722297
15280,362.3157681472229
15320,362.3132681472229
15360,362.3107681472229
15400,362.32326814722296
15440,362.33576814722295
15480,362.34826814722294
15520,362.3607681472229
15560,362.35826814722293
15600,362.35576814722293
15640,362.3682681472229
15680,362.3657681472229
15720,362.3782681472229
15760,362.39076814722296
15800,362.38826814722296
15840,362.38576814722296
15880,362.39826814722295
15920,362.4068141626977
15960,362.4193141626977
