Dystans (m),Wysokość (m)
50861.86478247518,-4.504820346832275
51187.90237723463,-4.506550312042236
51513.93997199409,-4.850724697113037
51839.97756675355,-3.193642139434814
52166.015161513,-3.769706010818481
52492.05275627246,-4
52818.09035103192,-3.428935527801514
53144.12794579138,-2.95947265625
53470.16554055083,-4
53796.20313531029,-3.748877048492432
54122.240730069745,-3
54448.278324829196,-3.275060892105103
54774.315919588655,-3.749757289886475
55100.35351434811,-3.505246162414551
55426.39110910757,-3.027861595153809
55752.42870386702,-3.692815542221069
56078.46629862648,-2.806264400482178
56404.50389338594,0.5648735761642456
56730.54148814539,-0.1969184875488281
57056.57908290485,-3.385836124420166
57382.61667766431,-2.877377510070801
57708.65427242376,-3
58034.69186718322,-2.262300729751587
58360.729461942676,-2.896741390228271
58686.767056702134,-3.693011522293091
59012.804651461585,-2.986640691757202
59338.842246221044,-3
59664.8798409805,-3
59990.91743573995,-3
60316.95503049941,-3
60642.99262525887,-1.1952885389328
60969.03022001832,-2.39343523979187
61295.06781477778,-2.714036464691162
61621.10540953724,-3.100547552108765
61947.1430042967,-2.378524541854858
62273.18059905615,-3
62599.218193815606,-2.452234268188477
62925.255788575065,-1.312903881072998
63251.293383334516,-1.505899906158447
63577.330978093974,-2
63903.36857285343,-2
64229.40616761289,-1.855067133903503
64555.44376237234,-1.251940131187439
64881.4813571318,-1
65207.51895189126,-2
65533.55654665071,-1.019871473312378
65859.59414141017,-1.494202613830566
66185.63173616963,-1
66511.66933092909,-0.5404399633407593
66837.70692568854,0.08466459810733795
67163.74452044799,-2.351635217666626
67489.78211520745,-3.886083841323853
67815.8197099669,-2.892621278762817
68141.85730472636,-3
68467.89489948582,-3.0753333568573
68793.93249424528,-1.549433946609497
69119.97008900474,-3
69446.00768376418,-3.583102226257324
69772.04527852364,-3
70098.0828732831,-3
70424.12046804256,-3.190223217010498
70750.15806280202,-4.296714305877686
71076.19565756147,-2.887552976608276
71402.23325232092,-3
71728.27084708038,-3.998903512954712
72054.30844183984,-3.579310417175293
72380.3460365993,-2.243895530700684
72706.38363135875,-3.1960289478302
73032.42122611821,-3.182730436325073
73358.45882087767,-3
73684.49641563711,-2.831681966781616
74010.53401039657,-2.314833164215088
74336.57160515603,-2.30118465423584
74662.60919991549,-0.3179033398628235
74988.64679467495,0.7652288675308228
75314.6843894344,6.837338447570801
75640.72198419386,6.635723114013672
75966.75957895331,8.555238723754883
76292.79717371277,6.186652660369873
76618.83476847222,6.47188138961792
76944.87236323168,3.739209651947021
77270.90995799114,4.090265274047852
77596.9475527506,4.557077407836914
77922.98514751006,2.423246383666992
78249.0227422695,2.241486310958862
78575.06033702896,1.094972252845764
78901.09793178842,1.825409889221191
79227.13552654788,0.8528531789779663
79553.17312130734,-1.76659882068634
79879.2107160668,-0.4199665188789368
80205.24831082624,0.3814589083194733
80531.2859055857,2.262176513671875
80857.32350034516,3.924529314041138
81183.36109510461,7.041930675506592
81509.39868986407,12.44532299041748
81835.43628462353,11.393235206604
82161.47387938299,21.41922569274902
82487.51147414243,25.35212135314941
82813.54906890189,19.85703468322754
83139.58666366135,21.82730102539062
83465.62425842081,24.83551216125488
83791.66185318027,29.55068397521973
84117.69944793973,30.30519866943359
84443.73704269918,33.1800422668457
84769.77463745863,25.08492088317871
85095.81223221809,21.59271049499512
85421.84982697754,15.34761238098145
85747.887421737,12.60314750671387
86073.92501649646,10.3884105682373
86399.96261125592,5.175282001495361
86726.00020601538,5.830891132354736
87052.03780077482,4.118443965911865
87378.07539553428,4
87704.11299029374,4.203982830047607
88030.1505850532,4.023730278015137
88356.18817981266,4
88682.22577457211,2
89008.26336933156,1.615766406059265
89334.30096409102,1.411253213882446
89660.33855885048,2
89986.37615360993,2.685151338577271
90312.41374836939,4
90638.45134312885,4.446025848388672
90964.48893788831,9.348368644714355
91290.52653264775,8.72916316986084
91616.56412740721,12.69081592559814
91942.60172216667,13.99001121520996
92268.63931692613,14.30132102966309
92594.67691168559,13.88083744049072
92920.71450644505,8.570576667785645
93246.7521012045,8.115065574645996
93572.78969596395,8.170791625976562
93898.8272907234,9
94224.86488548286,12.8093843460083
94550.90248024232,14.0741720199585
94876.94007500178,17.16636848449707
95202.97766976124,28.5608959197998
95529.0152645207,33.42771148681641
95855.05285928014,44.07045364379883
96181.0904540396,42
96507.12804879906,43.76739501953125
96833.16564355852,49.78463363647461
97159.20323831798,52.59139633178711
97485.24083307743,50.50103759765625
97811.27842783688,43.45155334472656
98137.31602259634,44.13143539428711
98463.3536173558,41.85219192504883
98789.39121211525,39.836181640625
99115.42880687471,43.04645919799805
99441.46640163417,52.34584045410156
99767.50399639363,58.25942230224609
100093.54159115307,61.00886535644531
100419.57918591253,58.18854141235352
100745.61678067199,68.6304931640625
101071.65437543145,76.54727172851562
101397.6919701909,76.61688232421875
101723.72956495036,81.60091400146484
102049.76715970982,85.93443298339844
102375.80475446927,88.51744079589844
102701.84234922873,91.49138641357422
103027.87994398818,92.70355224609375
103353.91753874764,95.12577056884766
103679.9551335071,103.5974349975586
104005.99272826656,101.8777084350586
104332.030323026,101.9604339599609
104658.06791778546,101.221321105957
104984.10551254492,99.4744644165039
105310.14310730438,90.87039947509766
105636.18070206384,88.14776611328125
105962.2182968233,73.20337677001953
106288.25589158275,78.02096557617188
106614.2934863422,85.51537322998047
106940.33108110166,92.50942993164062
107266.36867586111,98.47229766845703
107592.40627062057,103.5390090942383
107918.44386538003,114.3727874755859
108244.48146013949,125.1307907104492
108570.51905489895,134.9964447021484
108896.55664965839,142.9261169433594
109222.59424441785,151.1973724365234
109548.63183917731,156.7240295410156
109874.66943393677,156.9438018798828
110200.70702869623,161.0861511230469
110526.74462345568,160.5382843017578
110852.78221821514,162
111178.81981297459,162.9269256591797
111504.85740773405,167.9715270996094
111830.8950024935,170.8380126953125
112156.93259725296,167.1709289550781
112482.97019201242,167.3970336914062
112809.00778677188,170.7802124023438
113135.04538153132,172.2118988037109
113461.08297629078,174.1085510253906
113787.12057105024,168.1844635009766
114113.1581658097,167.3276824951172
114439.19576056916,167.0292816162109
114765.23335532862,160.0260772705078
115091.27095008807,148.7058868408203
115417.30854484752,144.623779296875
115743.34613960698,149.3576507568359
116069.38373436643,147.3678131103516
116395.4213291259,145.1938629150391
116721.45892388535,138.4969329833984
117047.49651864481,130.8137969970703
117373.53411340427,129.5844421386719
117699.57170816371,128.0014953613281
118025.60930292317,137.2659606933594
118351.64689768263,121.0935974121094
118677.68449244209,117.3476486206055
119003.72208720155,116.1705551147461
119329.759681961,121.2157745361328
119655.79727672046,118.923469543457
119981.8348714799,118.2598342895508
120307.87246623937,114
120633.91006099882,114.4933700561523
120959.94765575828,115.5749053955078
121285.98525051774,113.8312072753906
121612.0228452772,114.0371856689453
121938.06044003664,116.0086288452148
122264.0980347961,120.674201965332
122590.13562955556,124.5899200439453
122916.17322431502,126.4181137084961
123242.21081907448,122.3380584716797
123568.24841383394,124.3230438232422
123894.2860085934,122.0463790893555
124220.32360335284,125.6193466186523
124546.3611981123,124.3721389770508
124872.39879287175,116.0988922119141
125198.43638763121,117.8717346191406
125524.47398239067,119.9476623535156
125850.51157715013,118.3369216918945
126176.54917190959,113.6144866943359
126502.58676666903,111.8069305419922
126828.62436142849,115.8087692260742
127154.66195618795,118.7355346679688
127480.6995509474,118.3506774902344
127806.73714570687,123.7527008056641
128132.77474046632,113.7572937011719
128458.81233522578,115.1298294067383
128784.84992998523,110.1093215942383
129110.88752474468,104.5822982788086
129436.92511950414,114.2230072021484
129762.9627142636,110.4302825927734
130089.00030902306,103.7402420043945
130415.03790378252,100.6594848632812
130741.07549854196,105.1694488525391
131067.11309330142,102.1173629760742
131393.15068806088,106
131719.18828282034,101.8615570068359
132045.2258775798,103.0126419067383
132371.26347233925,103.6373596191406
132697.3010670987,99.64945983886719
133023.33866185817,96.8131332397461
133349.37625661763,98.31709289550781
133675.4138513771,110.5220565795898
134001.45144613652,102.6260299682617
134327.48904089598,106.2364044189453
134653.52663565543,111.4291915893555
134979.5642304149,119.6564331054688
135305.60182517435,121.7063140869141
135631.6394199338,104.1083145141602
135957.67701469327,92.24835968017578
136283.71460945273,91.0928955078125
136609.7522042122,92.13349151611328
136935.78979897164,90.61872100830078
137261.8273937311,95.1909408569336
137587.86498849056,97.81307983398438
137913.90258325002,98.78533172607422
138239.94017800948,99.60620880126953
138565.9777727689,107.4487762451172
138892.01536752837,127.5081100463867
139218.05296228782,130.3034973144531
139544.09055704728,122.1048202514648
139870.12815180674,122.5578079223633
140196.1657465662,121.7457275390625
140522.20334132566,125.601676940918
140848.24093608512,124.9465942382812
141174.27853084457,108.052734375
141500.31612560403,107.4589920043945
141826.3537203635,119.0085220336914
142152.39131512295,117.2678909301758
142478.4289098824,123.8197708129883
142804.46650464184,121.5362014770508
143130.5040994013,123.8783950805664
143456.54169416075,112.1392517089844
143782.5792889202,100.6099166870117
144108.61688367967,110.6682968139648
144434.65447843913,100.7849197387695
144760.6920731986,107.6315765380859
145086.72966795805,113.3203964233398
145412.7672627175,114.1336822509766
145738.80485747696,116.549201965332
146064.84245223642,115.0782852172852
146390.88004699588,117.2137069702148
146716.91764175534,116.5220108032227
147042.9552365148,116.776481628418
147368.99283127423,120.2284164428711
147695.03042603369,120.0882110595703
148021.06802079314,117.7671661376953
148347.1056155526,115.444580078125
148673.14321031206,109.8914794921875
148999.18080507152,110.5365447998047
149325.21839983098,107.5598754882812
149651.25599459044,117.6311340332031
149977.2935893499,120.6122512817383
150303.33118410935,112.973258972168
150629.3687788688,103.7034301757812
150955.40637362827,110.2910003662109
151281.44396838773,127.0568389892578
151607.48156314716,130.5172271728516
151933.51915790662,132.3640899658203
152259.55675266607,126.3792114257812
152585.59434742553,120.8011474609375
152911.631942185,117.8195190429688
153237.66953694445,120.0041198730469
153563.7071317039,122.0754776000977
153889.74472646337,135.0921020507812
154215.78232122282,156.0247039794922
154541.81991598228,154.1312713623047
154867.85751074174,161.2681732177734
155193.8951055012,163.670654296875
155519.93270026066,151.5472106933594
155845.97029502012,167.2892150878906
156172.00788977955,168.7203063964844
156498.045484539,163.331298828125
156824.08307929846,152.943359375
157150.12067405792,138.6943664550781
157476.15826881738,147.5714721679688
157802.19586357684,153.7562713623047
158128.2334583363,153.1966552734375
158454.27105309576,155.1993255615234
158780.3086478552,152.4495544433594
159106.34624261467,151.6833953857422
159432.38383737413,156.3250274658203
159758.4214321336,139.17333984375
160084.45902689305,145.5919494628906
160410.49662165248,135.0566558837891
160736.53421641194,124.75146484375
161062.5718111714,135.9845428466797
161388.60940593085,127.5944976806641
161714.6470006903,142.8125457763672
162040.68459544977,139.1250457763672
162366.72219020923,120.5542907714844
162692.7597849687,120.8540267944336
163018.79737972814,132.9051971435547
163344.8349744876,131.6077880859375
163670.87256924706,128.0598449707031
163996.91016400652,137.4437255859375
164322.94775876598,125.3730392456055
164648.98535352544,108.4066848754883
164975.02294828487,108.4842681884766
165301.06054304432,108.4261703491211
165627.09813780378,109.4180755615234
165953.13573256324,108.0555877685547
166279.1733273227,112.0877456665039
166605.21092208216,110.062126159668
